task,layer,attn_audio_frac,uniform_frac,view,step
beats_per_bar,0.0,0.045603434244791664,0.7881571276911377,by_layer,
beats_per_bar,1.0,0.0657958984375,0.7881571276911377,by_layer,
beats_per_bar,2.0,0.11002604166666667,0.7881571276911377,by_layer,
beats_per_bar,3.0,0.0953369140625,0.7881571276911377,by_layer,
beats_per_bar,4.0,0.030680338541666668,0.7881571276911377,by_layer,
beats_per_bar,5.0,0.039815266927083336,0.7881571276911377,by_layer,
beats_per_bar,6.0,0.024759928385416668,0.7881571276911377,by_layer,
beats_per_bar,7.0,0.051717122395833336,0.7881571276911377,by_layer,
beats_per_bar,8.0,0.049245198567708336,0.7881571276911377,by_layer,
beats_per_bar,9.0,0.072265625,0.7881571276911377,by_layer,
beats_per_bar,10.0,0.0215911865234375,0.7881571276911377,by_layer,
beats_per_bar,11.0,0.032867431640625,0.7881571276911377,by_layer,
beats_per_bar,12.0,0.038991292317708336,0.7881571276911377,by_layer,
beats_per_bar,13.0,0.0263519287109375,0.7881571276911377,by_layer,
beats_per_bar,14.0,0.0352325439453125,0.7881571276911377,by_layer,
beats_per_bar,15.0,0.015635172526041668,0.7881571276911377,by_layer,
beats_per_bar,16.0,0.0120391845703125,0.7881571276911377,by_layer,
beats_per_bar,17.0,0.015299479166666666,0.7881571276911377,by_layer,
beats_per_bar,18.0,0.023646036783854168,0.7881571276911377,by_layer,
beats_per_bar,19.0,0.022867838541666668,0.7881571276911377,by_layer,
beats_per_bar,20.0,0.028676350911458332,0.7881571276911377,by_layer,
beats_per_bar,21.0,0.03204345703125,0.7881571276911377,by_layer,
beats_per_bar,22.0,0.021575927734375,0.7881571276911377,by_layer,
beats_per_bar,23.0,0.018931070963541668,0.7881571276911377,by_layer,
beats_per_bar,24.0,0.0155792236328125,0.7881571276911377,by_layer,
beats_per_bar,25.0,0.013814290364583334,0.7881571276911377,by_layer,
beats_per_bar,26.0,0.016927083333333332,0.7881571276911377,by_layer,
beats_per_bar,27.0,0.026311238606770832,0.7881571276911377,by_layer,
chord_quality,0.0,0.03363037109375,0.6593141662958137,by_layer,
chord_quality,1.0,0.051737467447916664,0.6593141662958137,by_layer,
chord_quality,2.0,0.09332275390625,0.6593141662958137,by_layer,
chord_quality,3.0,0.07779947916666667,0.6593141662958137,by_layer,
chord_quality,4.0,0.039337158203125,0.6593141662958137,by_layer,
chord_quality,5.0,0.041737874348958336,0.6593141662958137,by_layer,
chord_quality,6.0,0.025548299153645832,0.6593141662958137,by_layer,
chord_quality,7.0,0.055338541666666664,0.6593141662958137,by_layer,
chord_quality,8.0,0.052154541015625,0.6593141662958137,by_layer,
chord_quality,9.0,0.08097330729166667,0.6593141662958137,by_layer,
chord_quality,10.0,0.0223541259765625,0.6593141662958137,by_layer,
chord_quality,11.0,0.033803304036458336,0.6593141662958137,by_layer,
chord_quality,12.0,0.04156494140625,0.6593141662958137,by_layer,
chord_quality,13.0,0.035369873046875,0.6593141662958137,by_layer,
chord_quality,14.0,0.032175699869791664,0.6593141662958137,by_layer,
chord_quality,15.0,0.016504923502604168,0.6593141662958137,by_layer,
chord_quality,16.0,0.0167999267578125,0.6593141662958137,by_layer,
chord_quality,17.0,0.018666585286458332,0.6593141662958137,by_layer,
