task,layer,attn_audio_frac,uniform_frac,view,step
beats_per_bar,0.0,0.12178038309017818,0.6613884782356622,by_layer,
beats_per_bar,1.0,0.10146073624491692,0.6613884782356622,by_layer,
beats_per_bar,2.0,0.12292260614534219,0.6613884782356622,by_layer,
beats_per_bar,3.0,0.11000313051044941,0.6613884782356622,by_layer,
beats_per_bar,4.0,0.06169025879353285,0.6613884782356622,by_layer,
beats_per_bar,5.0,0.07382861090203126,0.6613884782356622,by_layer,
beats_per_bar,6.0,0.057542611844837666,0.6613884782356622,by_layer,
beats_per_bar,7.0,0.11259049580742915,0.6613884782356622,by_layer,
beats_per_bar,8.0,0.08071594933668773,0.6613884782356622,by_layer,
beats_per_bar,9.0,0.13978838237623373,0.6613884782356622,by_layer,
beats_per_bar,10.0,0.0426615794810156,0.6613884782356622,by_layer,
beats_per_bar,11.0,0.06045455175141493,0.6613884782356622,by_layer,
beats_per_bar,12.0,0.0631946533297499,0.6613884782356622,by_layer,
beats_per_bar,13.0,0.0675873967508475,0.6613884782356622,by_layer,
beats_per_bar,14.0,0.0962120620533824,0.6613884782356622,by_layer,
beats_per_bar,15.0,0.055872831804056965,0.6613884782356622,by_layer,
beats_per_bar,16.0,0.062354263849556446,0.6613884782356622,by_layer,
beats_per_bar,17.0,0.07178861337403457,0.6613884782356622,by_layer,
beats_per_bar,18.0,0.08375116313497226,0.6613884782356622,by_layer,
beats_per_bar,19.0,0.0834410988415281,0.6613884782356622,by_layer,
beats_per_bar,20.0,0.06538727041333914,0.6613884782356622,by_layer,
beats_per_bar,21.0,0.0826415636887153,0.6613884782356622,by_layer,
beats_per_bar,22.0,0.07207026518881321,0.6613884782356622,by_layer,
beats_per_bar,23.0,0.06017271398256222,0.6613884782356622,by_layer,
beats_per_bar,24.0,0.04180681084593137,0.6613884782356622,by_layer,
beats_per_bar,25.0,0.026446553723265726,0.6613884782356622,by_layer,
beats_per_bar,26.0,0.032552675188829504,0.6613884782356622,by_layer,
beats_per_bar,27.0,0.05044668478270372,0.6613884782356622,by_layer,
chord_quality,0.0,0.0945836566388607,0.4917329894550799,by_layer,
chord_quality,1.0,0.08525830134749413,0.4917329894550799,by_layer,
chord_quality,2.0,0.13565106255312762,0.4917329894550799,by_layer,
chord_quality,3.0,0.12141261249780655,0.4917329894550799,by_layer,
