task,layer,attn_audio_frac,uniform_frac,view,step
beats_per_bar,0.0,0.14098308173318705,0.7921593884460113,by_layer,
beats_per_bar,1.0,0.18788404390215874,0.7921593884460113,by_layer,
beats_per_bar,2.0,0.2447857198615869,0.7921593884460113,by_layer,
beats_per_bar,3.0,0.13949003939827284,0.7921593884460113,by_layer,
beats_per_bar,4.0,0.07221191376447678,0.7921593884460113,by_layer,
beats_per_bar,5.0,0.0860764104872942,0.7921593884460113,by_layer,
beats_per_bar,6.0,0.06787600523481767,0.7921593884460113,by_layer,
beats_per_bar,7.0,0.11585168354213238,0.7921593884460113,by_layer,
beats_per_bar,8.0,0.09835595823824406,0.7921593884460113,by_layer,
beats_per_bar,9.0,0.18776825815439224,0.7921593884460113,by_layer,
beats_per_bar,10.0,0.0521045234054327,0.7921593884460113,by_layer,
beats_per_bar,11.0,0.06769867272426684,0.7921593884460113,by_layer,
beats_per_bar,12.0,0.06583758040020864,0.7921593884460113,by_layer,
beats_per_bar,13.0,0.0606059804558754,0.7921593884460113,by_layer,
beats_per_bar,14.0,0.033181247456620135,0.7921593884460113,by_layer,
beats_per_bar,15.0,0.04229697367797295,0.7921593884460113,by_layer,
beats_per_bar,16.0,0.01381300676924487,0.7921593884460113,by_layer,
beats_per_bar,17.0,0.02548071074609955,0.7921593884460113,by_layer,
beats_per_bar,18.0,0.04708564653992653,0.7921593884460113,by_layer,
beats_per_bar,19.0,0.032013645550856985,0.7921593884460113,by_layer,
beats_per_bar,20.0,0.036682402870307364,0.7921593884460113,by_layer,
beats_per_bar,21.0,0.04560555859158436,0.7921593884460113,by_layer,
beats_per_bar,22.0,0.05995103623718023,0.7921593884460113,by_layer,
beats_per_bar,23.0,0.04228970812012752,0.7921593884460113,by_layer,
beats_per_bar,24.0,0.04028450697660446,0.7921593884460113,by_layer,
beats_per_bar,25.0,0.03559784730896354,0.7921593884460113,by_layer,
beats_per_bar,26.0,0.03759864345192909,0.7921593884460113,by_layer,
beats_per_bar,27.0,0.05827197199687362,0.7921593884460113,by_layer,
chord_quality,0.0,0.09930031125744183,0.6652850926815315,by_layer,
chord_quality,1.0,0.14077983610332012,0.6652850926815315,by_layer,
chord_quality,2.0,0.207992701480786,0.6652850926815315,by_layer,
chord_quality,3.0,0.12691879210372767,0.6652850926815315,by_layer,
chord_quality,4.0,0.07451833536227544,0.6652850926815315,by_layer,
chord_quality,5.0,0.08258191340913375,0.6652850926815315,by_layer,
chord_quality,6.0,0.06820410055418809,0.6652850926815315,by_layer,
chord_quality,7.0,0.10450391719738643,0.6652850926815315,by_layer,
chord_quality,8.0,0.09141259392102559,0.6652850926815315,by_layer,
chord_quality,9.0,0.171879251797994,0.6652850926815315,by_layer,
chord_quality,10.0,0.05660635667542616,0.6652850926815315,by_layer,
chord_quality,11.0,0.08541937979559104,0.6652850926815315,by_layer,
chord_quality,12.0,0.09243741600463788,0.6652850926815315,by_layer,
chord_quality,13.0,0.08571657227973144,0.6652850926815315,by_layer,
chord_quality,14.0,0.07280038607617219,0.6652850926815315,by_layer,
chord_quality,15.0,0.05238440694908301,0.6652850926815315,by_layer,
chord_quality,16.0,0.03006118567039569,0.6652850926815315,by_layer,
chord_quality,17.0,0.04541032466416558,0.6652850926815315,by_layer,
chord_quality,18.0,0.06716021026174228,0.6652850926815315,by_layer,
chord_quality,19.0,0.0721842252338926,0.6652850926815315,by_layer,
chord_quality,20.0,0.051532186878224216,0.6652850926815315,by_layer,
chord_quality,21.0,0.07747816698004802,0.6652850926815315,by_layer,
chord_quality,22.0,0.07455397304147482,0.6652850926815315,by_layer,
chord_quality,23.0,0.06644575453052919,0.6652850926815315,by_layer,
chord_quality,24.0,0.05379143667717775,0.6652850926815315,by_layer,
chord_quality,25.0,0.03999599659194549,0.6652850926815315,by_layer,
chord_quality,26.0,0.059781802197297416,0.6652850926815315,by_layer,
chord_quality,27.0,0.08031489886343479,0.6652850926815315,by_layer,
instrument_id,0.0,0.09907593453923862,0.6337609653481074,by_layer,
instrument_id,1.0,0.14046209678053856,0.6337609653481074,by_layer,
instrument_id,2.0,0.2003732497493426,0.6337609653481074,by_layer,
instrument_id,3.0,0.12475823735197385,0.6337609653481074,by_layer,
instrument_id,4.0,0.07619574790199597,0.6337609653481074,by_layer,
instrument_id,5.0,0.08334786134461562,0.6337609653481074,by_layer,
instrument_id,6.0,0.06826526361207168,0.6337609653481074,by_layer,
instrument_id,7.0,0.10428596908847491,0.6337609653481074,by_layer,
instrument_id,8.0,0.08770923564831416,0.6337609653481074,by_layer,
instrument_id,9.0,0.1798013225197792,0.6337609653481074,by_layer,
instrument_id,10.0,0.04950414380679528,0.6337609653481074,by_layer,
instrument_id,11.0,0.06815565967311461,0.6337609653481074,by_layer,
instrument_id,12.0,0.06742115473995607,0.6337609653481074,by_layer,
instrument_id,13.0,0.07093894388526678,0.6337609653481074,by_layer,
instrument_id,14.0,0.07369500460724036,0.6337609653481074,by_layer,
instrument_id,15.0,0.06141309812664986,0.6337609653481074,by_layer,
instrument_id,16.0,0.02953143309180935,0.6337609653481074,by_layer,
instrument_id,17.0,0.04334404940406481,0.6337609653481074,by_layer,
instrument_id,18.0,0.06791318766772747,0.6337609653481074,by_layer,
instrument_id,19.0,0.0649963313092788,0.6337609653481074,by_layer,
instrument_id,20.0,0.07138418033719063,0.6337609653481074,by_layer,
instrument_id,21.0,0.07751330578078826,0.6337609653481074,by_layer,
instrument_id,22.0,0.08143550561120112,0.6337609653481074,by_layer,
instrument_id,23.0,0.06969711805383365,0.6337609653481074,by_layer,
instrument_id,24.0,0.05686706149329742,0.6337609653481074,by_layer,
instrument_id,25.0,0.03961583925411105,0.6337609653481074,by_layer,
instrument_id,26.0,0.06797499085466067,0.6337609653481074,by_layer,
instrument_id,27.0,0.07423518784344196,0.6337609653481074,by_layer,
interval_id,0.0,0.09569018085797627,0.6264839277548097,by_layer,
interval_id,1.0,0.1254250407218933,0.6264839277548097,by_layer,
interval_id,2.0,0.18467270831267038,0.6264839277548097,by_layer,
interval_id,3.0,0.11869615813096364,0.6264839277548097,by_layer,
interval_id,4.0,0.06866818356017272,0.6264839277548097,by_layer,
interval_id,5.0,0.08149971254169941,0.6264839277548097,by_layer,
interval_id,6.0,0.06124274991452694,0.6264839277548097,by_layer,
interval_id,7.0,0.10433138658603032,0.6264839277548097,by_layer,
interval_id,8.0,0.09082629469533761,0.6264839277548097,by_layer,
interval_id,9.0,0.18214760596553484,0.6264839277548097,by_layer,
interval_id,10.0,0.05483248829841614,0.6264839277548097,by_layer,
